,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,Meter,Kilo
6930,S. Sabelli,25,Italy,68,71,925000,2000,Right,B,C,RB,2021,5.11,163,1500000,1.8,73.9
6931,D. Novoa,29,Colombia,68,70,725000,1000,Right,B,D,GK,2023,6.1,194,1000000,1.85,88.0
6932,L. Ospina,27,Colombia,68,71,900000,1000,Right,B,C,RCB,2023,6.3,176,1300000,1.91,79.8
6933,P. Schönfeld,29,Germany,68,68,850000,4000,Right,A,B,RDM,2020,6.1,185,1200000,1.85,83.9
6934,S. Ajayi,24,Nigeria,68,71,950000,10000,Right,C,C,RCB,2020,6.4,183,1800000,1.93,83.0
6935,M. Gajos,27,Poland,68,69,850000,4000,Right,B,B,CDM,2019,5.9,143,1200000,1.75,64.9
6936,F. Muslija,19,Germany,68,79,1500000,6000,Right,B,A,LM,2022,5.8,143,3000000,1.73,64.9
6937,K. Mavropanos,20,Greece,68,83,1800000,21000,Right,C,C,CB,2022,6.4,194,4500000,1.93,88.0
6938,Lee Jeong Hyeop,27,Korea Republic,68,69,1000000,2000,Right,B,C,ST,2023,6.2,172,1400000,1.88,78.0
6939,V. Lekhal,24,France,68,72,975000,3000,Left,C,C,RDM,2020,6.2,159,1800000,1.88,72.1
6940,B. Diawara,30,Senegal,68,68,875000,3000,Right,B,B,ST,2019,6.1,168,1100000,1.85,76.2
6941,E. Izaguirre,32,Honduras,68,68,500000,17000,Left,B,B,LB,2019,5.10,170,900000,1.78,77.1
6942,K. Drygas,26,Poland,68,70,900000,3000,Left,B,B,LCM,2019,6.0,159,1300000,1.83,72.1
6943,K. Altınay,26,Turkey,68,69,850000,6000,Right,C,B,RB,2019,5.11,190,1800000,1.8,86.2
6945,L. Aveldaño,32,Argentina,68,68,525000,4000,Right,B,C,CB,2019,6.1,181,840000,1.85,82.1
6946,J. Schauerte,30,Germany,68,68,650000,5000,Right,B,C,RB,2021,5.10,148,975000,1.78,67.1
6947,T. Meißner,27,Germany,68,69,850000,4000,Right,B,C,LCB,2021,6.3,181,1300000,1.91,82.1
6948,R. Jérez,32,Guatemala,68,68,525000,1000,Left,B,D,GK,2023,6.4,187,709000,1.93,84.8
6949,J. Pajoy,29,Colombia,68,68,875000,6000,Left,B,B,LM,2019,5.9,168,1400000,1.75,76.2
6950,L. Steele,33,England,68,68,450000,14000,Right,C,D,GK,2020,6.2,168,855000,1.88,76.2
6951,N. Kreuzer,25,Germany,68,71,925000,7000,Right,B,B,RB,2019,5.10,168,1500000,1.78,76.2
6952,Eduardo da Silva,35,Croatia,68,68,400000,4000,Left,B,B,ST,2018,5.10,159,560000,1.78,72.1
6953,B. García,33,Honduras,68,68,525000,4000,Right,B,B,LDM,2019,5.9,150,788000,1.75,68.0
6954,B. Saller,25,Germany,68,71,925000,4000,Right,B,B,RB,2021,5.10,154,1500000,1.78,69.9
6955,D. Gómez,30,Colombia,68,68,650000,2000,Right,A,C,RB,2019,5.8,161,878000,1.73,73.0
6956,N. Kilkenny,32,Australia,68,68,525000,3000,Right,B,C,LDM,2021,5.8,148,656000,1.73,67.1
6957,Dener Rolim,30,Brazil,68,68,850000,6000,Right,A,B,CAM,2021,5.10,172,1600000,1.78,78.0
6958,T. Teuma,24,France,68,72,1100000,3000,Left,S,B,RDM,2021,5.9,161,2100000,1.75,73.0
6959,J. Moreno,24,Venezuela,68,75,1100000,3000,Right,A,C,CDM,2021,5.9,161,1800000,1.75,73.0
6960,L. Fariña,27,Argentina,68,68,950000,5000,Right,B,A,CAM,2020,5.10,159,2000000,1.78,72.1
6961,A. MacDonald,25,England,68,73,1000000,10000,Right,B,C,CB,2020,6.0,154,2000000,1.83,69.9
6962,T. Pellenard,24,France,68,73,1000000,12000,Left,B,B,LB,2019,6.0,172,2000000,1.83,78.0
6964,A. Piccolo,30,Italy,68,68,850000,2000,Left,B,B,CAM,2021,5.9,154,1400000,1.75,69.9
6965,A. Nsiala,26,DR Congo,68,72,950000,4000,Right,B,C,CB,2021,6.4,183,1800000,1.93,83.0
6966,M. Potzmann,24,Austria,68,72,975000,6000,Right,B,B,RB,2021,5.11,154,1500000,1.8,69.9
6968,D. Hylton,29,England,68,68,900000,5000,Right,B,B,ST,2020,6.0,157,1600000,1.83,71.2
6969,L. Cadamuro,30,Algeria,68,68,675000,4000,Left,A,C,LCB,2020,6.2,179,1100000,1.88,81.2
6970,A. Papadopoulos,33,Greece,68,68,375000,3000,Right,B,C,LCB,2019,6.1,174,469000,1.85,78.9
6971,M. Osman,24,Syria,68,72,1100000,3000,Right,B,B,LCM,2020,6.0,172,1800000,1.83,78.0
6972,C. Martinez,25,Paraguay,68,70,1100000,9000,Left,B,B,LW,2023,5.7,154,1900000,1.7,69.9
6974,D. Hägele,29,Germany,68,68,850000,4000,Right,A,B,RCB,2020,6.1,168,1200000,1.85,76.2
6975,B. Girth,26,Germany,68,70,1100000,6000,Right,B,B,ST,2021,5.11,181,1800000,1.8,82.1
6976,V. Parigini,22,Italy,68,79,1500000,15000,Right,B,B,LW,2020,5.11,154,2900000,1.8,69.9
6977,P. Mina,32,Colombia,68,68,525000,1000,Right,C,D,GK,2020,6.0,179,735000,1.83,81.2
6979,B. Boulahroud,25,Morocco,68,73,1200000,4000,Right,B,C,CM,2021,5.9,161,2000000,1.75,73.0
6980,K. Kanak,27,Turkey,68,68,750000,6000,Left,B,B,LB,2020,5.8,141,1500000,1.73,64.0
6981,J. Brinkies,25,Germany,68,72,825000,1000,Right,S,D,GK,2020,6.2,192,1300000,1.88,87.1
6982,Fábio,28,Brazil,68,69,725000,4000,Right,D,D,GK,2019,6.5,190,1600000,1.96,86.2
6983,Wang Shenchao,29,China PR,68,68,675000,7000,Right,B,C,RB,2020,5.11,159,1500000,1.8,72.1
6984,Park Yong Woo,24,Korea Republic,68,73,1200000,3000,Right,B,B,CM,2018,6.1,176,1600000,1.85,79.8
6985,S. Makienok,27,Denmark,68,68,950000,8000,Right,C,C,ST,2020,6.7,207,1400000,2.01,93.9
6986,Javi Hernández,29,Spain,68,68,875000,3000,Left,C,C,LCM,2020,6.0,170,1200000,1.83,77.1
6987,De La Hoz,26,Spain,68,71,925000,4000,Left,B,B,LDM,2020,5.10,154,1500000,1.78,69.9
6988,Felipe Curcio,24,Brazil,68,71,950000,2000,Left,B,B,LB,2019,6.0,165,1500000,1.83,74.8
6989,Kim Young Uk,27,Korea Republic,68,69,1000000,3000,Right,A,B,LCM,2020,5.10,154,1300000,1.78,69.9
6990,V. Alvarado,25,United States,68,72,975000,5000,Right,B,C,LCB,2022,5.11,168,1700000,1.8,76.2
6991,Danilson da Cruz,32,Cape Verde,68,68,525000,3000,Right,B,C,RDM,2020,6.1,194,919000,1.85,88.0
6992,Juanma,27,Spain,68,68,950000,3000,Right,B,C,ST,2023,6.2,174,1200000,1.88,78.9
6993,F. De Col,24,Italy,68,73,1000000,2000,Right,B,C,RB,2020,6.0,183,1600000,1.83,83.0
6994,L. Kelly,22,Republic of Ireland,68,74,1200000,12000,Right,C,C,CDM,2020,5.6,163,2500000,1.68,73.9
6995,V. Bora,23,Turkey,68,77,1400000,6000,Right,C,B,RM,2020,5.9,150,3000000,1.75,68.0
6996,E. Juárez,30,Mexico,68,68,825000,4000,Right,B,B,CM,2019,5.11,168,1200000,1.8,76.2
6997,G. Ndy Assembe,32,Cameroon,68,68,525000,3000,Right,C,D,GK,2019,6.1,192,919000,1.85,87.1
6998,R. Mazáň,24,Slovakia,68,74,1000000,7000,Left,B,B,LB,2022,5.11,165,2400000,1.8,74.8
6999,A. Hammill,30,England,68,68,850000,4000,Right,A,A,RS,2019,5.10,163,1500000,1.78,73.9
7000,S. Schuppan,31,Germany,68,68,600000,3000,Left,C,C,LCB,2019,6.2,183,870000,1.88,83.0
7002,J. Meffert,23,Germany,68,72,975000,4000,Right,B,C,CDM,2021,6.1,170,1600000,1.85,77.1
7003,Y. Yeboah,21,Ghana,68,78,1500000,4000,Left,C,B,RW,2021,5.9,154,2600000,1.75,69.9
7004,Josete,30,Spain,68,68,675000,4000,Left,B,C,LCB,2019,5.10,174,1100000,1.78,78.9
7005,N. Ozokwo,29,Nigeria,68,68,875000,9000,Right,C,B,LM,2020,5.10,152,1800000,1.78,68.9
7006,C. Dielna,30,France,68,68,675000,3000,Left,B,C,CB,2018,6.0,190,979000,1.83,86.2
7007,M. Vidal,27,France,68,72,775000,8000,Right,B,D,GK,2019,6.0,183,1600000,1.83,83.0
7008,V. Sielis,28,Cyprus,68,68,725000,3000,Left,B,C,CB,2022,6.2,209,906000,1.88,94.8
7009,O. Bosso,24,Chile,68,72,975000,2000,Right,B,C,RB,2018,5.6,152,1400000,1.68,68.9
7010,S. Gleeson,29,Republic of Ireland,68,68,700000,4000,Right,B,C,CDM,2020,5.10,176,1200000,1.78,79.8
7011,H. Muath,32,Saudi Arabia,68,68,500000,13000,Right,C,B,RB,2020,5.11,154,850000,1.8,69.9
7012,S. Ruprecht,31,Germany,68,68,600000,1000,Left,B,C,LCB,2020,6.5,203,870000,1.96,92.1
7013,K. Escamilla,24,Mexico,68,76,1100000,7000,Right,B,C,CDM,2022,5.10,168,2200000,1.78,76.2
7014,J. Arboleda,28,Colombia,68,68,700000,2000,Right,B,B,RB,2023,6.0,154,980000,1.83,69.9
7015,E. Olivera,28,Argentina,68,70,850000,5000,Right,C,C,RCB,2023,5.11,161,1300000,1.8,73.0
7016,Carrillo,24,Spain,68,75,1300000,4000,Right,B,C,ST,2020,6.3,176,2300000,1.91,79.8
7017,A. Wiegel,26,Germany,68,68,750000,3000,Right,B,B,RB,2020,5.10,154,1200000,1.78,69.9
7018,Choe Yeong Joon,26,Korea Republic,68,68,950000,3000,Right,A,B,RCM,2022,5.9,161,1200000,1.75,73.0
7019,P. Weihrauch,24,Germany,68,73,1200000,6000,Right,B,B,RM,2020,5.11,163,2000000,1.8,73.9
7021,K. Gjasula,28,Albania,68,68,725000,5000,Right,A,C,CDM,2020,6.4,185,1100000,1.93,83.9
7022,E. Manu,24,Netherlands,68,71,1100000,7000,Right,A,B,LW,2021,5.8,154,2400000,1.73,69.9
7023,B. Gómez,24,Argentina,68,72,1200000,5000,Right,A,B,RM,2021,5.8,150,2500000,1.73,68.0
7024,C. Solly,27,England,68,69,825000,5000,Right,B,B,RB,2020,5.8,157,1500000,1.73,71.2
7025,K. Noborizato,27,Japan,68,68,950000,4000,Left,A,B,LB,2021,5.6,150,1200000,1.68,68.0
7026,R. Smallwood,27,England,68,68,750000,15000,Right,B,C,RDM,2020,5.11,159,1400000,1.8,72.1
7027,A. Barrios,27,Chile,68,69,825000,2000,Right,B,C,RB,2023,6.0,172,1200000,1.83,78.0
7028,D. Jiménez,29,Mexico,68,68,900000,4000,Right,A,B,ST,2020,5.8,137,1500000,1.73,62.1
7029,K. Freeman,26,Wales,68,69,850000,5000,Right,B,B,RWB,2020,5.10,174,1700000,1.78,78.9
7030,Tan Long,30,China PR,68,68,850000,5000,Right,C,B,LM,2019,6.1,165,1800000,1.85,74.8
7031,J. Sills,31,Argentina,68,68,600000,7000,Right,B,C,CDM,2019,5.11,154,900000,1.8,69.9
7032,M. Jakobsen,32,Denmark,68,68,525000,2000,Left,D,C,LCB,2020,6.1,179,656000,1.85,81.2
7033,Jadson Castrelo,34,Brazil,68,68,270000,10000,Right,B,C,CDM,2021,6.1,179,513000,1.85,81.2
7034,K. McFadzean,31,England,68,68,600000,5000,Right,C,C,LCB,2019,6.1,187,1100000,1.85,84.8
7035,M. Baudry,28,Congo,68,69,825000,6000,Right,B,C,LCB,2020,6.2,181,1300000,1.88,82.1
7036,F. Ben Mustapha,29,Tunisia,68,68,600000,10000,Right,C,D,GK,2019,6.4,181,990000,1.93,82.1
7037,S. Blondelle,32,Belgium,68,68,525000,5000,Left,C,C,LCB,2020,6.1,176,788000,1.85,79.8
7038,Nam Joon Jae,30,Korea Republic,68,68,850000,3000,Right,B,B,RW,2022,6.0,165,1100000,1.83,74.8
7039,Lee Dong Gook,39,Korea Republic,68,68,260000,4000,Right,A,C,ST,2020,6.2,183,338000,1.88,83.0
7040,N. Pulzetti,34,Italy,68,68,425000,2000,Right,B,B,RCM,2019,5.9,154,659000,1.75,69.9
7042,T. Perthel,29,Germany,68,68,675000,7000,Left,B,B,LB,2019,6.1,183,1100000,1.85,83.0
7043,R. Ligeon,26,Netherlands,68,70,875000,4000,Right,C,B,RB,2020,5.9,132,1300000,1.75,59.9
7044,Fran Carbia,26,Spain,68,69,1100000,4000,Right,B,B,RM,2019,5.8,148,1700000,1.73,67.1
7045,M. Sayouba,25,Ivory Coast,68,73,850000,4000,Right,C,D,GK,2023,6.4,181,1100000,1.93,82.1
7046,T. Margasov,26,Russia,68,71,925000,1000,Right,B,B,RB,2020,6.1,168,2000000,1.85,76.2
7047,Adão Salvadaldo,34,Brazil,68,68,475000,7000,Left,S,B,ST,2021,5.9,152,903000,1.75,68.9
7048,T. Kida,23,Japan,68,74,1000000,2000,Right,B,C,CDM,2021,5.7,139,1500000,1.7,63.0
7049,Zou Zheng,30,China PR,68,68,650000,7000,Left,B,C,LB,2019,5.10,154,1400000,1.78,69.9
7050,M. Hornschuh,27,Germany,68,70,875000,7000,Right,B,C,CB,2020,6.2,181,1500000,1.88,82.1
7051,A. Nabbout,25,Australia,68,72,1200000,6000,Right,A,B,ST,2018,5.10,183,1600000,1.78,83.0
7052,J. Amano,26,Japan,68,69,1000000,3000,Left,B,B,RCM,2018,5.9,141,1400000,1.75,64.0
7053,L. DeVere,28,Australia,68,68,725000,3000,Right,B,C,CB,2019,6.1,194,906000,1.85,88.0
7054,N. Giani,32,Italy,68,68,525000,2000,Left,B,C,LCB,2019,6.0,179,814000,1.83,81.2
7055,M. Fenger,27,Denmark,68,70,875000,3000,Right,B,C,CB,2020,6.1,179,1200000,1.85,81.2
7056,J. Castelletto,23,Cameroon,68,76,1100000,3000,Right,A,C,RCB,2020,6.1,172,2200000,1.85,78.0
7057,Y. Hinestroza,33,Colombia,68,68,350000,2000,Right,B,C,RB,2023,5.7,150,473000,1.7,68.0
7058,Iván Villar,20,Spain,68,75,950000,4000,Right,C,D,GK,2019,6.2,174,2200000,1.88,78.9
7061,Kevin,25,Spain,68,73,975000,8000,Right,B,B,RB,2023,5.8,159,2100000,1.73,72.1
7062,M. Jonckheere,28,Belgium,68,68,900000,7000,Right,B,B,CM,2019,5.9,148,1400000,1.75,67.1
7063,C. Alhadhur,26,Comoros,68,69,850000,8000,Right,B,C,LWB,2019,5.8,143,1800000,1.73,64.9
7065,F. Grillo,25,Argentina,68,72,975000,8000,Left,B,C,CB,2020,5.11,172,2000000,1.8,78.0
7067,Luis Valcarce,25,Spain,68,73,975000,4000,Left,B,B,LB,2019,5.9,154,1600000,1.75,69.9
7068,S. Heltne Nilsen,26,Norway,68,69,875000,5000,Right,B,C,CDM,2023,6.0,172,1200000,1.83,78.0
7069,Pleguezuelo,21,Spain,68,77,1200000,21000,Right,A,B,CB,2019,5.11,139,2500000,1.8,63.0
7070,R. Sukuta-Pasu,28,Germany,68,68,925000,4000,Right,A,C,ST,2020,6.3,201,1500000,1.91,91.2
7071,Charles,33,Brazil,68,68,375000,7000,Right,B,B,CDM,2020,5.9,157,750000,1.75,71.2
7072,N. Dussenne,26,Belgium,68,71,925000,5000,Right,B,C,RCB,2020,6.3,187,1400000,1.91,84.8
7074,O. Salinas,30,Chile,68,68,850000,2000,Right,A,B,LW,2018,5.8,157,1100000,1.73,71.2
7075,S. Ntshangase,25,South Africa,68,72,1200000,1000,Right,B,B,LCM,2021,5.8,143,2600000,1.73,64.9
7077,L. López,34,Mexico,68,68,270000,5000,Right,B,C,RCB,2023,5.10,165,459000,1.78,74.8
7078,R. Majewski,31,Poland,68,68,775000,3000,Right,A,B,LM,2020,5.7,150,1000000,1.7,68.0
7079,A. Pomini,37,Italy,68,68,60000,1000,Right,C,D,GK,2019,6.1,176,96000,1.85,79.8
7080,Lillo,29,Spain,68,68,675000,4000,Right,B,C,RB,2019,5.9,154,1100000,1.75,69.9
7081,H. Bernardello,31,Argentina,68,68,600000,7000,Right,B,C,LDM,2019,5.9,163,900000,1.75,73.9
7083,Borja Domínguez,26,Spain,68,71,1100000,4000,Left,C,C,CM,2020,6.2,179,1800000,1.88,81.2
7084,K. Németh,29,Hungary,68,68,875000,4000,Right,B,B,ST,2019,5.11,163,1300000,1.8,73.9
7085,T. Adeyemi,26,England,68,69,1000000,5000,Right,B,B,CM,2019,6.1,172,2000000,1.85,78.0
7086,L. Sánchez,31,Argentina,68,68,600000,5000,Right,B,C,CB,2023,6.3,187,870000,1.91,84.8
7087,B. Turner,29,England,68,68,700000,5000,Left,B,C,CB,2019,6.4,201,1200000,1.93,91.2
7088,I. Lakićević,24,Serbia,68,69,875000,5000,Right,B,C,RB,2022,5.11,165,1600000,1.8,74.8
7089,J. Raitala,29,Finland,68,68,700000,3000,Left,B,C,CB,2018,5.11,172,1100000,1.8,78.0
7090,R. Würtz,34,Denmark,68,68,425000,6000,Right,A,C,LCM,2019,5.10,159,531000,1.78,72.1
7091,D. Hediger,31,Switzerland,68,68,775000,6000,Right,B,C,CDM,2020,5.9,174,1100000,1.75,78.9
7092,M. Tirpan,24,Belgium,68,72,975000,5000,Right,B,C,RB,2022,5.10,163,1500000,1.78,73.9
7093,V. Basha,27,Albania,68,69,850000,3000,Right,B,B,LDM,2020,5.10,159,1200000,1.78,72.1
7094,M. Terki,26,Algeria,68,71,925000,6000,Right,A,B,CDM,2020,6.2,192,1500000,1.88,87.1
7095,D. Calderón Caicedo,28,Colombia,68,68,925000,11000,Right,B,B,ST,2021,5.11,190,1500000,1.8,86.2
7096,Yu Hai,31,China PR,68,68,575000,6000,Left,C,B,LB,2018,6.0,154,1300000,1.83,69.9
7097,S. Camara,35,Senegal,68,68,400000,8000,Right,B,B,ST,2019,5.9,165,800000,1.75,74.8
7098,W. Yarbrough,29,United States,68,68,600000,9000,Right,B,D,GK,2021,6.2,165,1000000,1.88,74.8
7099,L. Laverone,29,Italy,68,68,675000,2000,Right,B,B,RB,2019,5.9,154,1000000,1.75,69.9
7100,Y. Al Mosailem,34,Saudi Arabia,68,68,375000,11000,Right,C,D,GK,2020,6.0,185,638000,1.83,83.9
7101,Z. Bergdich,29,Morocco,68,68,675000,3000,Left,C,B,LB,2020,5.10,152,1400000,1.78,68.9
7102,M. Abdul Shafy,33,Egypt,68,68,350000,13000,Left,B,B,LB,2019,5.7,157,595000,1.7,71.2
7103,K. Hyland,29,Trinidad & Tobago,68,68,700000,10000,Right,B,B,RDM,2021,6.0,176,1200000,1.83,79.8
7104,V. Amiri,30,Iran,68,68,850000,13000,Left,B,B,LW,2020,5.11,165,1700000,1.8,74.8
7105,D. Manos,23,Greece,68,73,1200000,1000,Right,B,C,ST,2021,5.11,168,2800000,1.8,76.2
7106,A. Leitner,24,Austria,68,72,825000,4000,Right,A,D,GK,2020,6.0,159,1300000,1.83,72.1
7107,Baraka,31,Brazil,68,68,600000,6000,Right,C,C,RDM,2022,5.11,183,990000,1.8,83.0
7108,David Concha,21,Spain,68,78,1500000,8000,Left,B,B,RM,2020,5.8,134,3300000,1.73,60.8
7110,Manolo Reina,33,Spain,68,68,450000,3000,Right,B,D,GK,2020,6.1,176,698000,1.85,79.8
7111,J. Angulo,20,Mexico,68,80,1400000,6000,Left,B,C,LB,2021,5.11,161,2700000,1.8,73.0
7112,V. Sasso,27,France,68,70,875000,3000,Right,B,C,RCB,2019,6.3,181,1900000,1.91,82.1
7113,S. Nakatani,22,Japan,68,72,975000,3000,Right,B,C,RCB,2021,6.0,174,1300000,1.83,78.9
7114,M. Niemeyer,22,Germany,68,76,1300000,6000,Left,B,B,LM,2019,5.10,159,2300000,1.78,72.1
7115,Léo Silva,32,Brazil,68,68,675000,5000,Right,B,B,LCM,2021,5.11,168,878000,1.8,76.2
7116,R. Boateng,25,Ghana,68,70,1100000,5000,Right,C,B,CAM,2020,5.11,141,1800000,1.8,64.0
7117,Lucas Venuto,23,Brazil,68,73,1200000,6000,Right,A,B,RM,2019,5.5,132,1800000,1.65,59.9
7118,J. Lewis,20,Northern Ireland,68,81,1500000,7000,Left,B,B,LB,2023,5.10,154,3800000,1.78,69.9
7119,F. Schönheim,31,Germany,68,68,600000,11000,Left,B,C,CB,2019,6.3,203,960000,1.91,92.1
7120,Nuno Campos,25,Portugal,68,73,975000,4000,Right,C,B,LB,2020,5.8,154,2100000,1.73,69.9
7122,P. Corral,26,Chile,68,71,1100000,2000,Right,B,C,CM,2019,5.7,143,1600000,1.7,64.9
7123,Kim Won Il,31,Korea Republic,68,68,600000,3000,Right,B,C,CB,2022,6.1,170,750000,1.85,77.1
7124,A. Luna,26,Uruguay,68,69,1100000,4000,Right,B,B,LM,2019,5.7,137,1800000,1.7,62.1
7125,S. Marveaux,32,France,68,68,700000,4000,Left,B,B,CAM,2020,5.8,152,1200000,1.73,68.9
7126,A. Araujo,21,Portugal,68,75,1300000,2000,Right,A,B,RM,2019,5.3,117,2500000,1.6,53.1
7127,Kaio Figueiras,26,Brazil,68,68,750000,6000,Left,C,C,LB,2021,5.10,157,1400000,1.78,71.2
7128,N. Bahoui,27,Sweden,68,68,950000,6000,Right,A,B,LM,2020,6.2,185,1400000,1.88,83.9
7129,Rafinha,36,Brazil,68,68,100000,1000,Right,B,B,RB,2019,6.0,172,215000,1.83,78.0
7130,L. Greco,31,Italy,68,68,775000,2000,Left,C,C,CM,2020,6.0,165,1200000,1.83,74.8
7131,T. Hateley,28,England,68,68,725000,3000,Right,B,B,LDM,2019,5.11,161,979000,1.8,73.0
7132,A. Youga,25,Central African Rep.,68,71,950000,3000,Right,B,C,LDM,2020,6.1,183,1700000,1.85,83.0
7133,J. Mombris,30,Madagascar,68,68,650000,3000,Left,C,C,LB,2020,6.2,150,1100000,1.88,68.0
7134,A. Pérez,24,Colombia,68,70,925000,4000,Left,B,C,LB,2023,5.11,161,1600000,1.8,73.0
7136,Lee Yong,31,Korea Republic,68,68,575000,4000,Right,B,C,RB,2022,5.11,163,748000,1.8,73.9
7137,H. Urrego,25,Colombia,68,72,975000,2000,Right,C,C,CB,2019,6.0,170,1400000,1.83,77.1
7138,M. McGovern,33,Northern Ireland,68,68,450000,8000,Right,B,D,GK,2019,6.3,196,855000,1.91,88.9
7139,J. Ledesma,25,Argentina,68,73,850000,5000,Right,C,D,GK,2021,6.1,183,1300000,1.85,83.0
7140,D. Nagy,23,Hungary,68,72,1200000,4000,Left,B,B,LM,2021,5.9,152,1700000,1.75,68.9
7141,J. Torres,21,Argentina,68,79,1500000,6000,Left,B,B,RM,2021,5.6,154,2600000,1.68,69.9
7142,T. Chancalay,19,Argentina,68,83,1900000,3000,Right,B,B,LW,2020,5.9,143,4100000,1.75,64.9
7143,Pacheco,34,Canada,68,68,425000,3000,Right,B,B,RCM,2019,5.11,172,893000,1.8,78.0
7144,Z. Diallo,31,France,68,68,600000,3000,Right,B,C,CB,2019,6.4,198,900000,1.93,89.8
7145,A. Lindegaard,34,Denmark,68,68,375000,14000,Right,B,D,GK,2019,6.4,187,713000,1.93,84.8
7147,V. Mogos,25,Romania,68,69,875000,2000,Right,B,B,RB,2020,6.1,170,1500000,1.85,77.1
7148,N. Gavory,23,France,68,73,1000000,6000,Left,B,C,LB,2021,6.0,168,1600000,1.83,76.2
7149,G. Barnes,29,Jamaica,68,68,900000,4000,Right,B,B,ST,2018,5.10,181,1300000,1.78,82.1
7150,D. Jovanovic,19,Serbia,68,81,1700000,4000,Right,A,B,ST,2019,6.1,172,3600000,1.85,78.0
7151,L. Kehinde,24,Nigeria,68,74,1200000,8000,Right,B,B,ST,2021,6.4,181,2700000,1.93,82.1
7154,T. Schwede,24,Germany,68,74,1200000,5000,Left,B,B,LM,2020,5.11,150,2100000,1.8,68.0
7155,J. van der Linden,27,Netherlands,68,69,850000,4000,Left,C,C,LCB,2019,6.2,163,1100000,1.88,73.9
7156,A. Kochenkov,31,Russia,68,68,550000,1000,Right,B,D,GK,2019,6.5,183,1200000,1.96,83.0
7157,A. Baptiste,32,England,68,68,525000,4000,Right,B,C,CB,2019,5.11,163,998000,1.8,73.9
7158,L. Chiaretti,30,Brazil,68,68,850000,2000,Left,C,B,CAM,2021,5.7,148,1400000,1.7,67.1
7159,A. Acevedo,35,Chile,68,68,210000,2000,Right,B,C,RCB,2023,5.9,163,284000,1.75,73.9
7160,W. Andrade,33,Argentina,68,68,375000,6000,Right,C,C,CB,2020,6.3,190,544000,1.91,86.2
7161,S. Iacoponi,31,Italy,68,68,575000,14000,Right,B,C,RB,2021,5.11,161,1000000,1.8,73.0
7162,M. de Luna,30,Mexico,68,68,675000,13000,Right,C,C,CB,2019,5.10,176,1100000,1.78,79.8
7163,M. Kuhn,26,Germany,68,69,850000,4000,Right,C,B,RB,2021,5.10,168,1300000,1.78,76.2
7164,J. Buxton,33,England,68,68,375000,5000,Right,C,C,CB,2019,5.11,183,656000,1.8,83.0
7165,J. Mahecha,30,Colombia,68,68,825000,1000,Right,B,C,LDM,2021,5.9,154,1100000,1.75,69.9
7166,L. Ramos,28,Argentina,68,68,925000,4000,Right,B,B,LS,2023,6.1,183,1500000,1.85,83.0
7167,Freddy Cardouso,30,Brazil,68,68,850000,7000,Left,A,B,CAM,2021,5.8,154,1600000,1.73,69.9
7168,M. Herrera,29,Mexico,68,68,700000,11000,Right,B,C,RCB,2022,6.0,179,1200000,1.83,81.2
7169,B. Zolinski,26,Germany,68,69,1100000,6000,Right,B,C,RS,2020,5.11,172,1700000,1.8,78.0
7170,A. Delamea,27,Slovenia,68,69,850000,3000,Right,B,C,RCB,2021,6.0,161,1300000,1.83,73.0
7172,S. Schäfer,24,Germany,68,71,950000,5000,Right,B,C,LCB,2019,6.2,181,1500000,1.88,82.1
7174,M. Chirinos,23,Honduras,68,75,1300000,3000,Right,B,B,RM,2019,5.5,152,2300000,1.65,68.9
7175,L. Gallegos,26,Chile,68,68,950000,6000,Left,B,C,LM,2022,5.8,161,1600000,1.73,73.0
7176,Shi Ke,25,China PR,68,74,1000000,6000,Right,B,C,LCB,2020,6.0,176,2500000,1.83,79.8
7177,M. Mehlem,20,Germany,68,79,1500000,6000,Right,B,B,CAM,2020,5.9,148,2800000,1.75,67.1
7178,R. Brosco,27,Italy,68,68,750000,2000,Right,C,C,RCB,2021,6.3,203,1200000,1.91,92.1
7179,S. Parker,25,Germany,68,72,1200000,5000,Right,A,B,ST,2020,5.11,172,1900000,1.8,78.0
7180,G. Evans,23,England,68,75,1100000,13000,Right,B,C,CDM,2021,6.0,168,2300000,1.83,76.2
7181,N. Maturana,24,Chile,68,71,1100000,4000,Left,C,B,RW,2018,5.4,139,1700000,1.63,63.0
7182,D. Etienne Jr.,21,Haiti,68,78,1500000,3000,Right,B,A,RW,2019,5.10,170,2500000,1.78,77.1
7183,E. Pogatetz,35,Austria,68,68,210000,3000,Left,C,C,CB,2019,6.3,198,305000,1.91,89.8
7184,A. Geipl,26,Germany,68,70,900000,5000,Right,B,B,RDM,2020,5.10,161,1500000,1.78,73.0
7185,P. Magalhães,28,Chile,68,68,700000,2000,Right,B,C,RB,2018,5.10,163,945000,1.78,73.9
7186,V. Mantovani,22,Italy,68,79,1300000,2000,Right,C,C,RCB,2020,5.11,154,2400000,1.8,69.9
7187,O. Noorafkan,21,Iran,68,76,1100000,4000,Left,A,C,CDM,2020,6.0,172,2000000,1.83,78.0
7188,R. Bocalon,29,Italy,68,68,900000,3000,Right,B,C,RS,2020,6.1,168,1400000,1.85,76.2
7189,J. Müller,24,Germany,68,73,1000000,6000,Right,B,C,RCB,2019,6.0,183,1700000,1.83,83.0
