,Name,Age,Nationality,Overall,Potential,Value,Wage,Preferred.Foot,Weak.Foot,Skill.Moves,Position,Contract.Valid.Until,Height,Weight,Release.Clause,pac,shot,pas,dri,deff,phy,Meter,Kilo
9573,C. Guerra,23,Chile,66,71,625000,1000,Right,C,D,GK,2018,6.0,183,891000,41,18,26,39,18,43,1.83,83.0
9574,M. Koné,21,Senegal,66,74,975000,5000,Right,B,B,ST,2022,5.9,154,1800000,89,59,43,69,31,60,1.75,69.9
9575,Isidoro,31,Spain,66,66,425000,1000,Right,B,C,RB,2019,5.11,157,531000,71,44,55,58,61,77,1.8,71.2
9576,O. Halvorsen,30,Norway,66,66,600000,2000,Right,B,B,RM,2020,5.10,165,750000,75,60,58,64,52,68,1.78,74.8
9577,F. Ciampichetti,30,Argentina,66,66,625000,2000,Right,B,C,ST,2018,6.1,187,844000,59,65,39,56,38,71,1.85,84.8
9578,Li Ang,24,China PR,66,71,725000,5000,Right,B,C,LCB,2020,6.2,194,1600000,55,56,61,56,62,74,1.88,88.0
9580,Cho Won Hee,35,Korea Republic,66,66,150000,2000,Right,B,B,LCM,2021,5.10,159,188000,65,56,58,65,65,67,1.78,72.1
9581,J. Drolè,20,Ivory Coast,66,79,1200000,4000,Right,C,B,RM,2021,6.1,154,3300000,91,54,51,66,32,62,1.85,69.9
9582,C. Itten,21,Switzerland,66,79,1300000,4000,Right,B,C,ST,2021,6.2,179,2600000,67,61,51,61,38,62,1.88,81.2
9583,R. Guitane,19,France,66,84,1400000,4000,Left,B,B,CAM,2022,5.5,132,3500000,78,51,60,73,31,51,1.65,59.9
9584,J. Ojala,29,Finland,66,67,575000,2000,Right,C,C,CB,2019,6.3,187,762000,48,33,39,55,64,59,1.91,84.8
9585,J. Abarca,29,Chile,66,66,500000,1000,Right,B,C,RB,2018,5.9,172,675000,70,32,43,58,65,72,1.75,78.0
9587,E. Ómarsson,23,Iceland,66,70,850000,2000,Right,B,B,ST,2021,6.0,161,1300000,85,59,48,62,35,71,1.83,73.0
9588,T. Hasegawa,24,Japan,66,71,850000,3000,Right,A,B,CAM,2021,5.5,128,1200000,86,59,56,76,29,58,1.65,58.1
9589,A. Diawusie,20,Germany,66,77,1100000,6000,Right,B,B,RM,2021,5.11,165,2000000,89,56,44,66,28,65,1.8,74.8
9590,I. Khalili,31,Palestine,66,66,575000,2000,Left,B,B,RM,2019,6.0,165,719000,71,64,63,66,47,66,1.83,74.8
9591,J. Żubrowski,26,Poland,66,71,725000,2000,Right,C,C,LDM,2020,5.11,161,1000000,62,51,60,62,60,68,1.8,73.0
9592,M. Štěch,28,Czech Republic,66,66,450000,3000,Right,C,D,GK,2020,6.3,196,788000,36,15,20,33,15,46,1.91,88.9
9593,O. Benítez,27,Argentina,66,68,625000,2000,Left,C,C,CB,2018,6.1,174,891000,50,34,42,45,65,69,1.85,78.9
9594,A. Buksa,21,Poland,66,72,900000,2000,Right,A,B,ST,2021,6.3,174,1400000,69,63,51,58,33,67,1.91,78.9
9595,K. Tokura,32,Japan,66,66,525000,2000,Left,B,C,ST,2021,6.2,176,656000,70,63,45,62,28,72,1.88,79.8
9596,C. Madu,24,Nigeria,66,69,675000,3000,Right,C,C,CDM,2022,6.1,176,1500000,62,43,52,57,61,73,1.85,79.8
9597,T. van de Pavert,26,Netherlands,66,68,650000,3000,Left,B,C,CB,2019,6.4,187,991000,52,44,44,52,64,67,1.93,84.8
9598,W. Keane,25,England,66,69,825000,9000,Right,B,B,ST,2019,6.2,159,1600000,63,65,52,65,37,62,1.88,72.1
9599,S. Branca,26,Italy,66,69,775000,1000,Right,B,B,CM,2021,5.11,163,1300000,72,53,56,66,59,68,1.8,73.9
9600,N. Antonitsch,26,Austria,66,69,675000,1000,Right,C,C,LCB,2019,6.1,179,1000000,58,33,32,51,65,75,1.85,81.2
9601,T. Umesaki,31,Japan,66,66,575000,2000,Right,A,B,LW,2021,5.7,150,719000,65,66,64,69,40,55,1.7,68.0
9602,A. Nakamura,27,Japan,66,66,675000,4000,Right,B,B,RM,2021,5.9,148,878000,66,57,60,69,33,46,1.75,67.1
9603,N. Thompson,27,England,66,66,525000,4000,Right,C,C,RB,2019,5.8,157,919000,69,37,48,66,64,81,1.73,71.2
9604,A. Kolev,25,Bulgaria,66,68,800000,2000,Right,B,B,ST,2020,6.3,179,1100000,74,62,52,66,42,73,1.91,81.2
9605,G. Bijl,22,Netherlands,66,72,750000,2000,Right,C,B,RCM,2021,5.11,168,1200000,69,50,55,60,58,70,1.8,76.2
9606,C. Gunter,28,Wales,66,66,500000,9000,Right,A,C,RB,2020,5.11,157,950000,74,48,52,60,60,70,1.8,71.2
9607,A. Marin,28,France,66,67,575000,2000,Right,B,C,CB,2019,6.2,172,1000000,48,39,47,52,65,72,1.88,78.0
9608,J. Gatt,26,United States,66,66,700000,4000,Right,B,A,ST,2019,5.10,161,1000000,90,56,52,66,47,64,1.78,73.0
9609,D. Miloc,27,Argentina,66,67,600000,3000,Right,B,B,CM,2023,5.10,163,915000,62,45,55,64,59,69,1.78,73.9
9610,M. Wostry,25,Austria,66,70,700000,3000,Right,B,C,CB,2021,6.0,163,1100000,45,34,38,52,64,72,1.83,73.9
9611,K. Moriya,29,Japan,66,66,500000,3000,Right,B,B,CDM,2021,5.8,143,650000,71,60,59,72,55,65,1.73,64.9
9612,A. Sigurðarson,24,Iceland,66,69,825000,2000,Right,B,B,LW,2021,5.10,154,1100000,80,60,60,68,35,57,1.78,69.9
9613,D. Lowe,25,Jamaica,66,72,750000,1000,Right,B,C,CB,2020,6.3,176,1100000,66,28,34,53,63,73,1.91,79.8
9614,Milton Raphael,27,Brazil,66,70,575000,2000,Right,C,D,GK,2020,6.2,179,1300000,25,15,15,29,14,35,1.88,81.2
9615,B. Blume,26,Denmark,66,68,775000,4000,Right,B,B,CAM,2021,5.10,161,1000000,74,54,54,69,44,62,1.78,73.0
9616,Jordi Quintillà,24,Spain,66,70,825000,4000,Left,C,B,CDM,2020,5.10,154,1300000,67,52,67,69,54,55,1.78,69.9
9617,C. Doucouré,18,Mali,66,80,1200000,1000,Right,B,B,LDM,2021,5.11,161,2800000,70,44,56,66,63,60,1.8,73.0
9618,Andrés Prieto,24,Spain,66,72,650000,2000,Right,C,D,GK,2019,6.4,205,1200000,39,19,23,33,14,47,1.93,93.0
9619,Isaac Carcelén,25,Spain,66,70,675000,2000,Right,B,C,RM,2019,5.10,165,1100000,77,45,61,64,60,70,1.78,74.8
9620,Y. Nakano,25,Japan,66,67,775000,2000,Right,A,B,LM,2021,5.9,146,1000000,85,55,57,67,35,60,1.75,66.2
9621,L. Schwechlen,29,France,66,66,500000,4000,Left,C,C,LB,2020,6.0,172,975000,56,22,41,56,65,71,1.83,78.0
9622,Jonatan Lucca,24,Brazil,66,71,725000,2000,Right,B,C,LCM,2021,6.1,168,1600000,55,51,57,57,61,67,1.85,76.2
9623,L. Hufnagel,24,Georgia,66,71,850000,2000,Right,B,B,LDM,2021,6.0,161,1300000,73,54,58,68,50,55,1.83,73.0
9624,J. Rothwell,23,England,66,74,950000,10000,Right,B,B,LM,2021,6.1,170,2000000,70,54,58,66,54,59,1.85,77.1
9625,J. Rodríguez,22,Colombia,66,76,1000000,3000,Right,A,B,ST,2019,5.10,157,1900000,82,60,62,72,39,51,1.78,71.2
9626,A. Claude Maurice,20,France,66,79,1200000,2000,Right,C,B,LW,2022,5.9,137,2900000,86,57,58,69,36,45,1.75,62.1
9627,R. Taylor,30,England,66,66,625000,4000,Left,B,C,ST,2020,6.2,150,1100000,54,64,55,64,39,74,1.88,68.0
9628,M. Mešanović,27,Bosnia Herzegovina,66,66,675000,1000,Right,B,C,ST,2019,5.10,165,1500000,73,61,37,64,33,58,1.78,74.8
9629,G. Plet,30,Netherlands,66,66,625000,5000,Right,B,B,ST,2019,6.4,185,1300000,50,65,51,59,33,56,1.93,83.9
9630,B. Dickenson,25,England,66,68,775000,5000,Left,B,B,LM,2019,6.0,179,1400000,85,61,62,67,56,69,1.83,81.2
9631,T. Takagi,27,Japan,66,66,675000,3000,Right,A,A,LM,2021,5.7,141,844000,79,63,62,67,33,57,1.7,64.0
9632,D. Thopola,28,South Africa,66,66,500000,1000,Right,A,C,RB,2021,5.10,159,1100000,68,35,49,59,67,68,1.78,72.1
9633,J. Juelsgård,29,Denmark,66,66,500000,4000,Left,C,C,LCB,2019,6.0,179,625000,66,45,57,64,61,76,1.83,81.2
9634,A. Traoré,23,Mali,66,72,875000,2000,Left,C,B,LW,2022,5.10,154,1800000,84,59,50,68,21,52,1.78,69.9
9635,G. Sandoval,34,Chile,66,66,200000,1000,Right,B,B,LDM,2018,5.7,150,270000,46,40,52,68,59,72,1.7,68.0
9636,S. Mpontshane,32,South Africa,66,66,375000,1000,Left,B,D,GK,2018,6.0,174,806000,46,18,29,37,23,45,1.83,78.9
9637,C. McCann,30,Republic of Ireland,66,66,475000,2000,Left,B,B,LB,2018,6.1,165,713000,56,57,65,65,64,67,1.85,74.8
9638,O. Bozanic,29,Australia,66,66,625000,3000,Left,B,C,CM,2020,5.10,165,1100000,72,64,64,64,59,65,1.78,74.8
9639,L. Lezzerini,23,Italy,66,74,700000,1000,Right,C,D,GK,2020,6.5,190,1200000,45,17,20,40,16,44,1.96,86.2
9640,M. Yaghoubi,23,Finland,66,74,825000,1000,Right,B,C,LM,2018,5.10,185,1900000,65,48,60,59,60,70,1.78,83.9
9642,D. Gorter,30,Netherlands,66,66,600000,3000,Left,A,B,CM,2020,5.9,154,900000,59,67,66,69,61,71,1.75,69.9
9643,T. Mears,35,England,66,66,140000,6000,Right,B,B,RB,2019,5.11,163,266000,65,53,66,65,63,65,1.8,73.9
9644,S. Diakité,29,Mali,66,66,625000,2000,Right,B,B,CM,2020,6.1,176,1100000,67,55,57,64,61,75,1.85,79.8
9645,R. Mulumba,25,DR Congo,66,70,700000,3000,Right,B,C,CDM,2019,5.11,168,1100000,60,57,65,61,61,66,1.8,76.2
9646,M. Høibråten,23,Norway,66,75,850000,1000,Left,C,C,LCB,2020,6.0,170,1200000,68,36,42,60,62,73,1.83,77.1
9647,M. Lackner,27,Austria,66,69,650000,6000,Right,B,C,CDM,2021,6.4,165,991000,44,46,51,54,65,69,1.93,74.8
9649,O. Käuper,21,Germany,66,76,1000000,6000,Left,A,C,CM,2020,6.2,170,2000000,58,55,56,62,54,61,1.88,77.1
9650,A. Al Salem,25,Saudi Arabia,66,68,775000,6000,Right,B,B,CAM,2021,6.0,163,1300000,66,63,58,62,54,66,1.83,73.9
9651,R. Vanegas,25,Colombia,66,69,800000,1000,Right,C,B,LM,2023,5.9,159,1100000,82,62,53,69,32,69,1.75,72.1
9652,Pablo Larrea,24,Spain,66,73,775000,3000,Right,B,B,CDM,2019,5.9,143,1400000,60,53,60,65,57,61,1.75,64.9
9653,L. Craig,31,Scotland,66,66,550000,3000,Left,B,B,LCM,2019,6.0,181,963000,74,64,67,64,60,69,1.83,82.1
9654,D. Gomis,25,France,66,67,775000,2000,Right,B,B,LM,2019,5.8,150,1400000,71,56,57,64,39,52,1.73,68.0
9656,F. Kaufmann,25,Germany,66,67,775000,3000,Right,B,B,RM,2019,5.11,159,1200000,84,52,59,66,51,74,1.8,72.1
9657,J. Ginnelly,21,England,66,74,950000,2000,Right,A,B,LM,2019,5.8,143,1900000,91,56,57,69,44,61,1.73,64.9
9658,L. Nmecha,19,England,66,83,1400000,3000,Right,A,B,ST,2021,6.1,154,3500000,76,60,37,62,31,66,1.85,69.9
9659,I. Alhassan,21,Nigeria,66,73,775000,2000,Right,B,C,CDM,2022,6.2,159,1800000,66,57,57,64,63,70,1.88,72.1
9660,L. Crecco,22,Italy,66,74,925000,1000,Left,C,B,CM,2021,6.0,168,1600000,65,53,56,65,59,64,1.83,76.2
9661,D. Charles,30,England,66,66,475000,3000,Left,B,C,CB,2019,6.1,187,831000,59,55,49,60,59,80,1.85,84.8
9662,Cris Salvador,23,Spain,66,72,875000,3000,Right,B,C,CM,2019,6.0,170,1600000,60,49,57,62,56,69,1.83,77.1
9663,R. Benson,26,Republic of Ireland,66,69,775000,1000,Left,B,B,LCM,2020,5.9,170,1300000,76,63,62,67,53,63,1.75,77.1
9664,R. Riski,28,Finland,66,66,650000,1000,Right,B,B,RW,2019,5.9,150,1400000,81,63,60,69,50,63,1.75,68.0
9665,K. Hafez,22,Egypt,66,73,750000,6000,Left,A,B,LB,2023,5.9,161,1600000,77,41,60,63,63,65,1.75,73.0
9666,C. Harriott,24,England,66,72,875000,8000,Left,B,B,LM,2019,5.5,146,1800000,84,59,58,72,29,53,1.65,66.2
9667,T. Belmonte,20,Argentina,66,80,1400000,4000,Right,A,B,RCM,2020,5.10,150,3000000,63,52,56,67,64,64,1.78,68.0
9668,B. Eleke,22,Nigeria,66,75,1000000,5000,Right,B,B,ST,2022,6.3,194,1700000,65,66,48,64,46,74,1.91,88.0
9669,O. Beckles,26,England,66,67,625000,3000,Right,B,C,LB,2020,6.3,172,1100000,72,29,38,59,64,74,1.91,78.0
9670,Park Jin Po,30,Korea Republic,66,66,600000,2000,Left,B,C,RB,2022,5.8,159,750000,79,55,58,70,66,72,1.73,72.1
9671,T. Naylor,27,England,66,68,625000,4000,Right,B,C,RCM,2021,6.2,159,1100000,61,54,57,63,64,76,1.88,72.1
9672,G. Kiltie,21,Scotland,66,76,1000000,2000,Right,A,B,LM,2020,5.8,154,2000000,68,54,57,68,46,59,1.73,69.9
9673,R. Shirasaki,25,Japan,66,68,775000,2000,Right,A,B,LCM,2021,5.11,154,1000000,70,59,64,63,50,65,1.8,69.9
9674,T. Charles,33,Argentina,66,66,260000,1000,Left,C,C,CB,2019,6.0,174,351000,49,53,56,57,64,70,1.83,78.9
9675,A. Falatah,34,Saudi Arabia,66,66,180000,6000,Left,C,B,LB,2019,5.9,154,297000,73,51,62,64,62,76,1.75,69.9
9676,I. Tarasovs,29,Latvia,66,66,500000,3000,Right,B,C,RDM,2019,6.3,187,675000,68,51,50,59,63,69,1.91,84.8
9677,P. Stolarski,22,Poland,66,75,850000,3000,Right,B,C,RB,2021,5.11,163,1400000,87,52,56,63,57,62,1.8,73.9
9678,M. Odjer,21,Ghana,66,76,1000000,1000,Right,C,B,CM,2020,5.7,152,1900000,84,54,47,70,62,75,1.7,68.9
9679,B. Niňaj,24,Slovakia,66,71,725000,2000,Right,B,C,RCB,2021,6.3,187,1100000,45,28,46,50,65,61,1.91,84.8
9680,Crysan,21,Brazil,66,75,1000000,4000,Left,C,B,LM,2019,6.3,181,1900000,78,64,58,64,22,64,1.91,82.1
9681,O. Eddahri,27,Sweden,66,66,675000,2000,Right,C,B,CF,2018,6.1,170,844000,67,61,62,70,39,54,1.85,77.1
9682,J. Obika,27,England,66,66,675000,4000,Left,C,C,ST,2019,6.0,168,1200000,71,62,43,62,37,66,1.83,76.2
9683,T. Zhamaletdinov,21,Russia,66,77,1100000,1000,Right,B,B,ST,2020,6.0,161,2700000,75,60,48,64,36,66,1.83,73.0
9684,K. Mets,25,Estonia,66,69,675000,3000,Left,B,C,CB,2020,6.3,176,1000000,50,48,54,58,62,73,1.91,79.8
9685,M. Coulibaly,19,Senegal,66,81,1400000,4000,Right,B,B,CM,2022,6.0,170,3300000,67,52,57,67,60,70,1.83,77.1
9686,D. Mayor,27,England,66,66,675000,5000,Right,B,A,LCM,2019,6.0,168,1200000,72,57,59,68,35,64,1.83,76.2
9687,H. Pell,26,England,66,67,750000,5000,Right,B,B,RDM,2021,6.4,187,1400000,67,62,58,60,60,75,1.93,84.8
9689,L. Michel,38,Mexico,66,66,40000,3000,Right,B,D,GK,2018,6.0,163,68000,51,16,25,46,17,45,1.83,73.9
9690,C. Lykogiannis,24,Greece,66,71,725000,7000,Left,B,B,LB,2022,6.1,172,1300000,71,65,65,56,60,65,1.85,78.0
9691,S. Hertner,27,Germany,66,67,600000,5000,Left,B,C,LB,2020,5.11,165,1000000,73,48,59,64,62,67,1.8,74.8
9692,Arturo Molina,22,Spain,66,74,950000,6000,Right,B,B,CAM,2019,6.0,165,2200000,69,61,59,66,54,55,1.83,74.8
9693,C. Warner,30,United States,66,66,475000,2000,Right,B,B,CDM,2022,5.10,176,713000,61,60,59,66,61,72,1.78,79.8
9694,V. Prodell,30,Sweden,66,66,625000,2000,Right,C,C,ST,2018,6.3,190,781000,71,60,46,59,33,63,1.91,86.2
9695,T. Renault,34,France,66,66,260000,2000,Right,C,D,GK,2019,6.0,176,455000,44,20,18,44,18,42,1.83,79.8
9696,A. Muyl,22,United States,66,74,950000,2000,Right,C,B,RM,2020,5.11,174,1600000,79,55,52,65,64,80,1.8,78.9
9697,E. Apeh,21,Nigeria,66,76,1100000,5000,Right,B,C,ST,2019,5.11,154,2400000,74,63,49,62,28,57,1.8,69.9
9699,D. Kikuchi,27,Japan,66,66,675000,4000,Right,A,C,LM,2021,5.8,150,878000,79,59,59,66,34,68,1.73,68.0
9700,R. Austin,33,Jamaica,66,66,260000,3000,Right,B,C,RCB,2019,5.11,172,325000,41,56,56,56,61,73,1.8,78.0
9701,M. Machaj,29,Poland,66,66,625000,3000,Right,B,B,CAM,2020,5.9,148,844000,66,63,63,69,36,65,1.75,67.1
9702,H. Radetinac,32,Serbia,66,66,500000,2000,Right,C,B,LW,2019,6.2,161,625000,59,57,61,65,41,56,1.88,73.0
9703,M. Mikić,38,Croatia,66,66,220000,1000,Right,B,B,RM,2022,5.10,150,275000,64,58,65,67,50,54,1.78,68.0
9704,M. Guevgeozián,32,Armenia,66,66,525000,5000,Right,B,C,ST,2019,6.0,174,788000,49,65,36,61,29,59,1.83,78.9
9706,I. Lapshov,19,Russia,66,78,975000,1000,Right,C,C,CB,2021,6.2,168,2200000,67,38,52,59,63,68,1.88,76.2
9707,E. Fejzullahu,30,Kosovo,66,66,625000,2000,Right,B,C,ST,2018,5.11,176,781000,70,62,61,65,42,69,1.8,79.8
9708,J. Ekstrand,29,Sweden,66,66,500000,3000,Right,B,C,CB,2020,6.2,170,650000,44,32,48,52,64,61,1.88,77.1
9709,G. Rolando,23,Italy,66,75,1000000,8000,Right,B,B,RM,2019,6.0,157,1900000,82,51,61,66,56,62,1.83,71.2
9711,T. Yamashita,30,Japan,66,66,475000,3000,Right,C,C,LCB,2021,6.0,161,594000,62,29,33,53,65,69,1.83,73.0
9713,L. Morgan,21,Scotland,66,77,1100000,10000,Right,A,B,LM,2022,5.10,165,2200000,86,60,61,64,32,55,1.78,74.8
9714,W. Kvist,33,Denmark,66,66,375000,6000,Right,B,C,CM,2020,6.0,176,488000,43,55,63,64,66,69,1.83,79.8
9715,B. Jayiya,28,South Africa,66,66,650000,1000,Right,B,B,RW,2020,5.9,143,1400000,77,69,52,70,43,62,1.75,64.9
9717,José Ángel,26,Spain,66,69,775000,2000,Left,B,C,CM,2019,6.0,163,1000000,62,55,65,62,58,71,1.83,73.9
9718,Y. Hurtado,21,Colombia,66,76,900000,1000,Right,C,C,RB,2021,5.7,148,1400000,68,43,53,63,60,71,1.7,67.1
9720,R. Söder,27,Sweden,66,66,675000,2000,Right,B,B,ST,2021,5.10,157,844000,73,61,53,71,33,66,1.78,71.2
9721,Choi Bo Kyung,30,Korea Republic,66,66,475000,3000,Left,B,C,LCB,2022,6.0,174,618000,63,40,49,59,63,70,1.83,78.9
9722,A. Hadouir,35,Netherlands,66,66,280000,2000,Right,A,B,CAM,2019,5.8,150,406000,68,64,67,69,29,51,1.73,68.0
9723,He Chao,23,China PR,66,71,725000,3000,Right,A,C,LCM,2021,5.10,170,1600000,60,42,61,62,66,65,1.78,77.1
9724,M. Booysen,29,South Africa,66,66,500000,1000,Right,B,C,CB,2020,6.4,172,1100000,71,40,41,55,66,72,1.93,78.0
9725,C. Main,26,England,66,68,800000,3000,Right,B,C,RS,2019,6.0,190,1500000,72,62,43,59,36,81,1.83,86.2
9726,J. Grimmer,24,Scotland,66,72,750000,3000,Right,B,C,RB,2019,6.0,183,1500000,78,48,54,64,62,64,1.83,83.0
9727,A. Kann,27,United States,66,69,550000,2000,Left,B,D,GK,2018,6.4,190,866000,43,17,26,35,16,52,1.93,86.2
9729,J. Bandowski,24,Germany,66,70,700000,4000,Left,B,C,LB,2019,6.3,179,1200000,86,50,53,58,60,62,1.91,81.2
9730,Nelson Ferreira,36,Portugal,66,66,220000,3000,Right,A,B,LM,2019,5.9,159,319000,70,67,64,68,47,69,1.75,72.1
9731,A. Matuszczyk,29,Poland,66,66,500000,2000,Right,A,B,RDM,2020,6.0,161,675000,62,61,61,66,64,66,1.83,73.0
9732,D. Stahl,29,Germany,66,66,500000,2000,Right,A,C,RDM,2019,6.0,174,725000,65,61,54,62,65,76,1.83,78.9
9733,Yun Il Lok,26,Korea Republic,66,67,750000,2000,Right,B,B,LM,2018,5.10,143,994000,71,58,63,64,44,66,1.78,64.9
9734,R. McLaughlin,23,Northern Ireland,66,72,875000,3000,Right,B,B,RM,2020,5.9,152,1700000,80,48,56,66,56,71,1.75,68.9
9736,G. Magnani,22,Italy,66,76,900000,10000,Left,B,C,CB,2020,6.3,192,1700000,58,34,38,51,67,66,1.91,87.1
9737,F. Bong,30,Cameroon,66,66,475000,3000,Right,C,C,RCB,2019,6.2,201,831000,50,27,39,47,65,70,1.88,91.2
9738,M. Restrepo,37,Colombia,66,66,90000,1000,Right,B,B,CDM,2019,5.9,154,122000,55,48,58,66,61,64,1.75,69.9
9739,T. Akindele,26,Canada,66,67,775000,3000,Right,C,B,ST,2018,6.1,174,1200000,84,61,45,64,30,66,1.85,78.9
9740,R. van der Meer,23,Netherlands,66,70,700000,2000,Left,B,C,LB,2021,6.5,190,1100000,65,42,56,56,64,74,1.96,86.2
9741,R. Gartler,32,Austria,66,66,525000,6000,Right,A,B,ST,2020,6.0,172,761000,58,63,52,61,28,65,1.83,78.0
9742,C. Lobos,21,Chile,66,76,925000,2000,Right,B,B,CDM,2023,5.8,154,1500000,70,54,55,64,62,65,1.73,69.9
9743,R. Cierzniak,35,Poland,66,66,150000,2000,Right,C,D,GK,2019,6.2,179,210000,39,15,26,44,20,45,1.88,81.2
9744,M. Abdellaoue,29,Norway,66,66,650000,2000,Right,B,B,ST,2021,5.11,163,813000,66,66,49,70,33,65,1.8,73.9
9745,L. Novak,29,England,66,66,650000,4000,Right,A,C,ST,2019,6.0,172,1100000,59,66,58,63,43,73,1.83,78.0
9746,Jung Seung Yong,27,Korea Republic,66,67,600000,2000,Left,B,C,LB,2022,6.0,183,795000,72,40,54,64,61,66,1.83,83.0
9747,L. Gugganig,23,Austria,66,73,775000,3000,Right,C,C,RDM,2019,6.3,183,1400000,59,48,56,55,65,68,1.91,83.0
9748,A. Donnarumma,27,Italy,66,67,500000,15000,Right,C,D,GK,2021,6.4,212,888000,17,14,16,38,13,41,1.93,96.2
9749,P. Steinhart,25,Germany,66,69,675000,2000,Left,B,C,LM,2021,6.0,154,1000000,73,55,69,62,62,70,1.83,69.9
9750,Olavide,22,Spain,66,74,950000,3000,Left,B,B,RM,2019,5.10,154,1700000,60,58,68,66,46,59,1.78,69.9
9751,C. Jakobsen,25,Denmark,66,69,800000,4000,Right,A,B,LM,2020,6.2,185,1100000,73,55,57,61,35,64,1.88,83.9
9752,Berrocal,18,Spain,66,80,1200000,2000,Right,C,C,CB,2022,6.0,159,3300000,62,38,42,56,66,67,1.83,72.1
9753,R. Amaral,21,Uruguay,66,78,1200000,4000,Left,C,B,CAM,2021,5.10,183,2000000,60,64,61,61,34,56,1.78,83.0
9754,Abdón,25,Spain,66,71,875000,3000,Left,B,C,ST,2021,5.11,174,1400000,69,66,57,63,30,60,1.8,78.9
9755,A. Al Mayoof,31,Saudi Arabia,66,66,400000,8000,Right,B,D,GK,2020,6.2,212,680000,47,16,20,40,20,48,1.88,96.2
9756,A. Paleari,25,Italy,66,71,625000,1000,Right,B,D,GK,2021,6.4,194,1000000,32,12,22,34,13,34,1.93,88.0
9757,José Lara,18,Spain,66,81,1300000,2000,Left,B,C,RM,2019,5.6,132,3600000,73,58,61,65,33,43,1.68,59.9
9758,A. Juel Andersen,27,Denmark,66,67,600000,3000,Right,B,C,RB,2020,6.2,185,795000,78,49,51,61,62,73,1.88,83.9
9760,Borja Sánchez,22,Spain,66,77,1100000,3000,Right,B,B,CAM,2019,6.2,174,2000000,64,55,62,64,38,56,1.88,78.9
9761,A. Ogogo,28,England,66,66,650000,4000,Right,A,C,CM,2021,5.10,172,1100000,74,59,59,69,64,86,1.78,78.0
9762,D. Pratley,33,England,66,66,375000,4000,Right,B,B,RCM,2020,6.1,152,656000,57,62,60,66,64,82,1.85,68.9
9763,K. Takayama,29,Japan,66,66,650000,2000,Right,A,B,CF,2019,5.9,148,813000,64,65,60,71,29,63,1.75,67.1
9764,S. Bakış,24,Turkey,66,72,900000,4000,Right,B,C,RW,2021,6.2,176,1500000,43,60,41,55,33,59,1.88,79.8
9765,Dani Martín,19,Spain,66,78,875000,1000,Right,B,D,GK,2021,6.1,168,1600000,47,14,21,36,13,44,1.85,76.2
9766,Zhang Wenzhao,31,China PR,66,66,575000,5000,Right,S,C,LM,2021,5.10,139,1300000,79,55,60,67,55,62,1.78,63.0
9767,C. Goodwin,26,Australia,66,67,750000,2000,Left,B,B,LW,2021,5.11,161,994000,77,62,64,68,57,68,1.8,73.0
9768,J. Becerra,24,Colombia,66,71,850000,1000,Right,C,B,CAM,2023,5.5,137,1200000,83,49,57,73,46,60,1.65,62.1
9770,V. Ramis,23,Argentina,66,73,925000,4000,Right,B,B,LW,2021,5.11,172,1500000,69,61,45,63,29,63,1.8,78.0
9771,F. Torres,35,Mexico,66,66,270000,2000,Right,A,B,CM,2019,5.7,154,446000,57,62,67,69,60,66,1.7,69.9
9772,M. Mihara,29,Japan,66,66,475000,3000,Right,B,C,RB,2021,5.9,148,594000,60,45,52,62,65,76,1.75,67.1
9773,T. Flanagan,26,Northern Ireland,66,69,650000,4000,Right,B,C,RCB,2020,6.2,168,1200000,63,28,46,60,66,72,1.88,76.2
9774,L. Thompson,23,Wales,66,73,900000,7000,Right,B,B,CM,2022,5.11,165,1900000,66,50,58,65,62,70,1.8,74.8
9775,A. Schlager,22,Austria,66,71,625000,2000,Right,B,D,GK,2021,6.0,170,953000,28,15,21,33,18,31,1.83,77.1
9776,J. Kaprof,23,Argentina,66,74,950000,4000,Right,C,B,ST,2019,5.7,157,1600000,71,62,53,68,30,62,1.7,71.2
9777,L. Mulholland,29,England,66,66,625000,3000,Right,B,B,CM,2019,5.9,150,938000,62,61,59,65,62,67,1.75,68.0
9778,S. Aasmundsen,28,Norway,66,66,650000,2000,Right,B,B,LDM,2019,5.9,163,813000,61,51,63,67,49,73,1.75,73.9
9779,C. Ejuke,20,Nigeria,66,77,1100000,1000,Right,B,A,RM,2020,5.9,159,1600000,87,51,51,72,36,51,1.75,72.1
9780,F. Apaolaza,21,Argentina,66,76,1100000,4000,Right,B,C,ST,2020,6.2,174,1800000,68,63,45,59,37,64,1.88,78.9
9781,E. Butin,30,France,66,66,625000,3000,Right,B,C,ST,2019,5.11,168,1100000,68,61,56,64,31,63,1.8,76.2
9783,M. Cholewiak,28,Poland,66,66,500000,3000,Left,C,B,LB,2019,6.0,161,675000,89,54,55,61,59,57,1.83,73.0
9784,C. Schösswendter,29,Austria,66,66,500000,8000,Right,B,C,CB,2019,6.4,172,800000,47,26,32,41,66,71,1.93,78.0
9785,R. Klaasen,24,Netherlands,66,70,825000,2000,Left,A,C,LCM,2019,5.10,163,1300000,60,58,70,63,54,64,1.78,73.9
9786,P. Pervan,30,Austria,66,66,425000,8000,Right,A,D,GK,2021,6.4,203,723000,29,12,20,29,17,37,1.93,92.1
9787,M. de Jong,31,Canada,66,66,425000,2000,Left,C,B,LB,2019,5.9,161,638000,63,56,65,66,64,70,1.75,73.0
